2,232
2,234
2,207
2,213
2,198
2,238
2,254
2,201
2,186
2,192
2,196
2,172
2,182
2,191
2,170
2,154
2,152
2,177
2,173
2,170
2,179
2,161
2,177
2,164
2,194
2,183
2,168
2,156
2,162
2,174
2,185
2,252
2,147
2,177
2,170
2,236
2,231
2,165
2,177
2,203
2,173
2,191
2,181
2,164
2,194
2,168
2,192
2,162
2,171
2,189
2,227
2,190
2,181
2,167
2,201
2,192
2,235
2,200
2,210
2,218
2,197
2,228
2,174
2,174
2,176
2,164
2,207
2,204
2,197
2,203
2,203
2,187
2,194
2,221
2,188
2,245
2,257
2,171
2,163
2,178
2,173
2,174
2,174
2,189
2,194
2,184
2,172
2,184
2,163
2,188
2,177
2,203
2,200
2,148
2,179
3,213
3,196
3,207
3,208
3,208
3,210
3,210
3,210
3,212
3,212
3,213
3,213
3,213
3,213
3,213
3,213
3,213
3,213
3,214
3,214
3,215
3,215
3,216
3,216
3,216
3,216
3,216
3,217
3,217
3,217
3,217
3,218
3,218
3,218
3,218
3,218
3,219
3,219
3,219
3,219
3,219
3,220
3,220
3,220
3,220
3,220
3,221
3,221
3,221
3,221
3,222
3,222
3,223
3,223
3,223
3,223
3,223
3,224
3,224
3,225
3,225
3,225
3,226
3,226
3,226
3,226
3,226
3,226
3,226
3,227
3,227
3,227
3,228
3,228
3,228
3,228
3,229
3,229
3,229
3,229
3,229
3,230
3,230
3,230
3,230
3,230
3,230
3,231
3,232
3,232
3,233
3,233
3,233
3,233
3,234
3,234
3,235
3,235
3,235
3,236
3,236
3,236
3,237
3,238
3,238
3,238
3,238
3,238
3,240
3,240
3,241
3,242
3,243
3,243
3,243
3,243
3,243
3,246
3,246
3,247
3,247
3,247
3,251
3,251
3,251
3,252
3,253
3,253
3,255
3,256
3,259
3,260
3,265
3,266
3,268
3,270
3,153
3,157
3,164
3,167
3,183
3,183
3,183
3,187
3,194
3,196
3,196
3,200
3,200
3,201
3,202
3,203
3,205
3,206
3,207
3,207
3,208
3,210
3,211
3,211
3,213
3,215
3,215
3,259
3,263
3,263
3,284
3,287
3,218
3,222
3,237
3,237
3,222
3,253
3,222
3,245
3,234
3,220
3,217
3,186
3,213
3,209
3,262
3,178
3,208
3,206
3,222
3,217
3,242
3,203
3,213
3,207
3,239
3,247
3,260
3,253
3,227
3,224
3,247
3,257
3,242
3,236
3,245
3,235
3,212
3,211
3,217
3,248
3,230
3,241
3,222
3,247
3,257
3,236
3,222
3,246
3,220
3,224
3,208
3,220
3,250
3,205
3,234
3,235
3,214
3,216
3,248
3,212
3,196
3,207
3,207
3,207
3,205
3,216
3,212
3,201
3,211
3,222
3,196
3,201
3,201
3,264
3,224
3,230
3,226
3,239
3,231
3,241
3,232
3,234
3,234
3,228
3,221
3,233
3,236
3,231
3,206
3,220
3,224
3,206
3,231
3,201
3,214
3,221
3,204
3,211
3,216
3,223
3,228
3,223
3,215
3,216
3,212
3,236
3,205
3,232
3,252
3,191
3,197
3,198
3,204
3,279
3,281
3,214
3,202
3,181
3,184
3,186
3,190
3,193
3,203
3,217
3,221
3,222
3,222
3,225
3,227
3,227
3,231
3,232
3,236
3,236
3,239
3,245
3,249
3,253
3,254
3,258
3,260
3,262
3,263
3,264
3,266
3,267
3,271
3,275
3,284
3,289
3,295
3,307
3,312
3,210
3,240
3,197
3,203
3,183
3,218
3,193
3,241
3,186
3,248
3,198
3,196
3,184
3,196
3,269
3,278
3,276
3,276
3,274
3,274
3,272
3,270
3,262
3,262
3,257
3,253
3,253
3,252
3,252
3,251
3,249
3,248
3,246
3,245
3,245
3,243
3,243
3,243
3,242
3,240
3,240
3,237
3,236
3,235
3,235
3,235
3,235
3,234
3,234
3,232
3,231
3,230
3,230
3,229
3,226
3,226
3,225
3,225
3,225
3,225
3,223
3,223
3,223
3,223
3,222
3,221
3,221
3,221
3,221
3,220
3,220
3,220
3,220
3,219
3,218
3,218
3,217
3,217
3,217
3,215
3,215
3,213
3,212
3,212
3,212
3,212
3,211
3,211
3,210
3,210
3,210
3,210
3,209
3,208
3,208
3,208
3,208
3,208
3,207
3,205
3,205
3,203
3,202
3,202
3,201
3,197
3,197
3,196
3,196
3,196
3,195
3,195
3,193
3,193
3,193
3,193
3,192
3,191
3,190
3,190
3,187
3,182
3,169
3,152
3,243
3,241
3,241
3,237
3,237
3,229
3,228
3,228
3,227
3,223
3,223
3,222
3,222
3,220
3,218
3,217
3,216
3,215
3,212
3,212
3,210
3,210
3,207
3,205
3,203
3,198
3,197
3,197
3,187
3,187
3,178
3,173
3,171
3,162
3,176
3,212
3,171
3,217
3,173
3,205
3,205
3,211
3,214
3,182
3,215
3,218
3,198
3,214
3,193
3,220
3,206
3,233
3,207
3,223
3,218
3,245
3,223
3,238
3,212
3,222
3,238
3,206
3,252
3,230
3,206
3,203
3,196
3,232
3,241
3,215
3,221
3,225
3,211
3,282
3,222
3,214
3,265
3,263
3,192
3,222
3,216
3,247
3,191
3,196
3,198
3,196
3,202
3,191
3,200
3,203
3,207
3,210
3,203
3,211
3,221
3,210
3,212
3,216
3,210
3,209
3,215
3,223
3,224
3,231
3,221
3,222
3,220
3,218
3,224
3,201
3,233
3,247
3,234
3,235
3,244
3,250
3,254
3,258
3,262
3,251
3,272
3,276
3,208
3,217
3,233
3,227
3,243
3,210
3,198
3,248
3,203
3,243
3,187
3,194
3,221
3,235
3,239
3,208
3,255
3,184
3,228
3,238
3,238
3,224
3,229
3,198
3,221
3,194
3,171
3,214
3,232
3,228
3,223
3,255
3,228
3,236
3,223
3,197
3,246
3,222
3,218
3,262
3,225
3,253
3,229
3,245
3,246
3,201
3,237
3,183
3,240
3,190
3,234
3,191
3,217
3,238
3,201
3,238
3,263
3,178
3,263
3,242
3,254
3,188
3,188
3,173
3,178
3,273
3,263
3,217
3,223
3,235
3,202
3,213
3,211
3,205
3,217
3,204
3,206
3,197
3,233
3,215
3,217
3,246
3,209
3,214
3,237
3,215
3,204
3,210
3,206
3,209
3,219
3,212
3,225
3,258
3,228
3,188
3,276
3,252
3,197
3,213
3,253
3,265
3,269
3,193
3,298
3,255
3,268
3,209
3,218
3,214
3,241
3,259
3,210
3,208
3,213
3,190
3,250
3,197
3,243
3,234
3,243
3,227
3,247
3,277
3,257
3,238
3,251
3,234
3,228
3,229
3,234
3,227
3,226
3,236
3,234
3,230
3,252
3,241
3,264
3,217
3,233
3,248
3,234
3,210
3,208
3,209
3,215
3,203
3,192
3,198
3,205
3,208
3,196
3,193
3,197
3,203
3,218
3,203
3,209
3,203
3,214
3,214
4,238
4,262
4,221
4,270
4,267
4,252
4,231
4,237
4,293
4,257
4,232
4,226
4,220
4,258
4,261
4,236
4,256
4,246
4,247
4,237
4,233
4,275
4,271
4,270
4,268
4,237
4,232
4,237
4,224
4,246
4,256
4,283
4,216
4,264
4,217
4,218
4,222
4,207
4,211
4,235
4,230
4,240
4,246
4,244
4,232
4,244
4,235
4,255
4,276
4,232
4,250
4,203
4,262
4,243
4,250
4,248
4,236
4,248
4,250
4,252
4,203
4,228
4,238
4,261
4,257
4,231
4,225
4,198
4,260
4,279
4,217
4,263
4,270
4,226
4,272
4,272
4,246
4,245
4,303
4,263
4,271
4,243
4,262
4,258
4,247
4,237
4,283
4,207
4,241
4,291
4,312
4,281
4,203
4,288
4,287
4,302
4,283
4,256
4,220
4,294
4,275
4,269
4,244
4,242
4,292
4,223
4,241
4,304
4,287
4,268
4,255
4,215
4,235
4,237
4,251
4,241
4,228
4,267
4,285
4,233
4,244
4,221
4,227
4,247
4,242
4,260
4,232
4,264
4,255
4,262
4,264
4,265
4,265
4,265
4,267
4,271
4,276
4,280
4,287
4,290
4,292
4,297
4,305
4,315
4,190
4,190
4,191
4,196
4,200
4,200
4,203
4,204
4,204
4,206
4,207
4,208
4,209
4,212
4,212
4,213
4,213
4,213
4,214
4,214
4,219
4,220
4,221
4,223
4,224
4,225
4,226
4,227
4,231
4,233
4,236
4,237
4,238
4,238
4,238
4,238
4,239
4,240
4,240
4,245
4,245
4,251
4,252
4,254
4,255
4,255
4,255
4,258
4,260
4,261
4,264
4,266
4,269
4,270
4,272
4,273
4,278
4,279
4,280
4,280
4,281
4,281
4,282
4,282
4,284
4,284
4,285
4,285
4,286
4,288
4,290
4,292
4,295
4,295
4,303
4,192
4,223
4,231
4,243
4,248
4,253
4,256
4,268
4,277
4,286
4,293
4,300
4,329
4,312
4,307
4,311
4,177
4,194
4,193
4,197
4,192
4,198
4,195
4,200
4,199
4,246
4,211
4,294
4,225
4,249
4,217
4,235
4,226
4,220
4,248
4,242
4,232
4,257
4,247
4,213
4,247
4,280
4,221
4,248
4,216
4,235
4,251
4,235
4,250
4,232
4,234
4,233
4,237
4,244
4,262
4,234
4,218
4,249
4,273
4,233
4,266
4,237
4,257
4,235
4,249
4,235
4,234
4,233
4,236
4,241
4,222
4,243
4,238
4,256
4,278
4,207
4,231
4,225
4,255
4,231
4,275
4,222
4,252
4,234
4,226
4,282
4,216
4,256
4,268
4,283
4,226
4,239
4,251
4,217
4,240
4,265
4,265
4,264
4,265
4,228
4,275
4,222
4,256
4,222
4,228
4,233
4,217
4,253
4,267
4,219
4,232
4,231
4,268
4,214
4,247
4,235
4,215
4,207
4,248
4,226
4,211
4,226
4,265
4,247
4,237
4,258
4,243
4,246
4,242
4,233
4,245
4,249
4,226
4,250
4,218
4,224
4,216
4,260
4,252
4,238
4,253
4,273
4,243
4,238
4,245
4,245
4,228
4,246
4,268
4,239
4,256
4,233
4,242
4,264
4,250
4,255
4,232
4,243
4,291
4,264
4,301
4,329
4,292
4,288
4,233
4,258
4,192
4,200
4,202
4,167
4,202
4,227
4,257
4,217
4,227
